"4326","#doc=aslmusicalreact.2.txt","","","","","","","","","","","","","",""
"4327","1","Реакция","РЕАКЦИЯ","S f inan nom sg","","","я","и","ц","к","а","е","S","РЕАКЦИЯ","S f inan nom sg"
"4642","18","тоже","ТОЖЕ","PART","","","е","ж","о","т","","","PART","ТОЖЕ","PART"
"4643","19","в","В","PR","","","в","","","","","","PR","В","PR"
"4644","20","этих","ЭТОТ","APRO - loc pl - -","","","х","и","т","э","","","A","ЭТОТ","A - loc pl plen - -"
"4645","21","шортах","ШОРТЫ","S - inan loc pl","","","х","а","т","р","о","ш","S","ШОРТЫ","S m inan loc pl"
"4646","22",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4647","","","","","","","","","","","","","","",""
"4648","1","Так","ТАК","ADVPRO -","","","к","а","т","","","","ADV","ТАК","ADV -"
"4649","2","…","…","SENT","","","","","","","","","SENT","…","SENT"
"4650","","","","","","","","","","","","","","",""
"4651","1","Это","ЭТО","SPRO n - nom sg","","","о","т","э","","","","S","ЭТО","S n - nom sg"
"4652","2","похоже","ПОХОЖИЙ","A - - sg brev n -","","","е","ж","о","х","о","п","A","ПОХОЖИЙ","A - - sg brev n -"
"4653","3","на","НА","PR","","","а","н","","","","","PR","НА","PR"
"4654","4","поп","ПОП","S m inan acc sg","слитно","","п","о","п","","","","S","ПОП","S f inan gen sg"
"4655","5","-","-","PUNC","","","","","","","","","PUNC","-","PUNC"
"4656","6","панк","ПАНК","S m inan acc sg","","","к","н","а","п","","","S","ПАНК","S m anim nom sg"
"4657","7","начала","НАЧАЛО","S n inan gen sg","","","а","л","а","ч","а","н","S","НАЧАЛО","S n inan gen sg"
"4658","8","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4659","9","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4660","10",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4661","11","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4662","12","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4663","13","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4664","14","двухтыщных","ДВУХТЫЩНАЯ","ANUM - gen pl m -","distort","","х","ы","н","щ","ы","т","S","ДВУХТЫЩНАЯ","S f inan loc pl"
"4665","15","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4666","16","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4667","17",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4668","","","","","","","","","","","","","","",""
"4669","1","двухтысячных","ДВУХТЫСЯЧНЫЙ","ANUM - gen pl m -","","","х","ы","н","ч","я","с","A","ДВУХТЫСЯЧНЫЙ","A - nom sg plen m -"
"4670","2","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4671","3","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4672","4",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4673","","","","","","","","","","","","","","",""
"4674","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4675","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4676","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4677","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4678","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4679","","","","","","","","","","","","","","",""
"4680","1","Неплохо","НЕПЛОХО","ADV -","","","о","х","о","л","п","е","ADV","НЕПЛОХО","ADV -"
"4681","2",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4682","","","","","","","","","","","","","","",""
"4683","1","О","О","INTJ","","","о","","","","","","INTJ","О","INTJ"
"4684","2","Боже","БОЖЕ","INTJ","","","е","ж","о","б","","","INTJ","БОЖЕ","INTJ"
"4685","3","…","…","SENT","","","","","","","","","SENT","…","SENT"
"4686","","","","","","","","","","","","","","",""
"4687","1","Почему","ПОЧЕМУ","ADVPRO -","","","у","м","е","ч","о","п","ADV","ПОЧЕМУ","ADV -"
"4688","2","там","ТАМ","ADVPRO","","","м","а","т","","","","PART","ТАМ","PART"
"4689","3",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4690","4","э","Э","INTJ","","","э","","","","","","INTJ","Э","INTJ"
"4691","5",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4692","6","там","ТАМ","ADV -","","","м","а","т","","","","ADV","ТАМ","ADV -"
"4693","7","один","ОДИН","ANUM - nom sg m -","","","н","и","д","о","","","A","ОДИН","A - nom sg plen m -"
"4694","8","человек","ЧЕЛОВЕК","S m anim nom sg","","","к","е","в","о","л","е","S","ЧЕЛОВЕК","S m anim nom sg"
"4695","9","в","В","PR","","","в","","","","","","PR","В","PR"
"4696","10","костюме","КОСТЮМ","S m inan loc sg","","","е","м","ю","т","с","о","S","КОСТЮМ","S m inan loc sg"
"4697","11","моряка","МОРЯК","S m anim gen sg","","","а","к","я","р","о","м","S","МОРЯК","S m anim gen sg"
"4698","12",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4699","13","а","А","CONJ","","","а","","","","","","CONJ","А","CONJ"
"4700","14","все","ВЕСЬ","APRO - nom pl - -","","","е","с","в","","","","A","ВЕСЬ","A - nom pl plen - -"
"4701","15","остальные","ОСТАЛЬНОЙ","A - nom pl plen - -","","","е","ы","н","ь","л","а","A","ОСТАЛЬНОЙ","A - nom pl plen - -"
"4702","16","в","В","PR","","","в","","","","","","PR","В","PR"
"4703","17","костюмах","КОСТЮМ","S m inan loc pl","","","х","а","м","ю","т","с","S","КОСТЮМ","S m inan loc pl"
"4704","18","и","И","CONJ","","","и","","","","","","CONJ","И","CONJ"
"4705","19","галстуках","ГАЛСТУК","S m inan loc pl","","","х","а","к","у","т","с","S","ГАЛСТУК","S m inan loc pl"
"4706","20",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4707","21","а","А","CONJ","","","а","","","","","","CONJ","А","CONJ"
"4708","22","один","ОДИН","ANUM - nom sg m -","","","н","и","д","о","","","A","ОДИН","A - nom sg plen m -"
"4709","23","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4710","24","в","В","PR","","","в","","","","","","PR","В","PR"
"4711","25","-","-","PUNC","","","","","","","","","PUNC","-","PUNC"
"4712","26","в","В","PR","","","в","","","","","","PR","В","PR"
"4713","27","матроске","МАТРОСКА","S f inan loc sg","","","е","к","с","о","р","т","S","МАТРОСКА","S f inan loc sg"
"4714","28","?","?","SENT","","","","","","","","","SENT","?","SENT"
"4715","","","","","","","","","","","","","","",""
"4716","1","Кажется","КАЖЕТСЯ","PARENTH","","","я","с","т","е","ж","а","ADV","КАЖЕТСЯ","ADV -"
"4717","2",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4718","3","он","ОН","SPRO sg 3p m nom","","","н","о","","","","","SPRO","ОН","SPRO sg 3p m nom"
"4719","4","самый","САМЫЙ","APRO - nom sg m -","","","й","ы","м","а","с","","A","САМЫЙ","A - nom sg plen m -"
"4720","5","крутой","КРУТОЙ","A - nom sg plen m -","","","й","о","т","у","р","к","A","КРУТОЙ","A - nom sg plen m -"
"4721","6","из","ИЗ","PR","","","з","и","","","","","PR","ИЗ","PR"
"4722","7","них","ОНИ","SPRO 3p pl - - loc","","","х","и","н","","","","SPRO","ОНИ","SPRO pl - - loc"
"4723","8","всех","ВЕСЬ","APRO - loc pl - -","","","х","е","с","в","","","A","ВЕСЬ","A - gen pl plen - -"
"4724","9",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4725","","","","","","","","","","","","","","",""
"4726","1","О","О","INTJ","","","о","","","","","","INTJ","О","INTJ"
"4727","2","Боже","БОЖЕ","INTJ","","","е","ж","о","б","","","INTJ","БОЖЕ","INTJ"
"4728","3",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4729","4","там","ТАМ","ADVPRO","","","м","а","т","","","","PART","ТАМ","PART"
"4730","5","че","ЧЕ","NONLEX","слитно","","е","ч","","","","","S","ЧЕ","S n inan nonflex nonflex"
"4731","6","-","-","PUNC","","","","","","","","","PUNC","-","PUNC"
"4732","7","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4733","8","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4734","9",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4735","10","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4736","11","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4737","12","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4738","13","челове","ЧЕЛОВЕК","S m anim nom sg","distort","","е","в","о","л","е","ч","S","ЧЕЛОВ","S m anim loc sg"
"4739","14","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4740","15","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4741","16",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4742","17","человек","ЧЕЛОВЕК","S m anim nom sg","","","к","е","в","о","л","е","S","ЧЕЛОВЕК","S m anim nom sg"
"4743","18","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4744","19","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4745","20",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4746","","","","","","","","","","","","","","",""
"4747","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4748","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4749","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4750","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4751","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4752","","","","","","","","","","","","","","",""
"4753","1",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4754","2","это","ЭТО","SPRO n - nom sg","","","о","т","э","","","","S","ЭТО","S n - nom sg"
"4755","3","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4756","4","это","ЭТО","SPRO n - nom sg","","","о","т","э","","","","S","ЭТО","S n - nom sg"
"4757","5","профессор","ПРОФЕССОР","S m anim nom sg","","","р","о","с","с","е","ф","S","ПРОФЕССОР","S m anim nom sg"
"4758","6","?","?","SENT","","","","","","","","","SENT","?","SENT"
"4759","","","","","","","","","","","","","","",""
"4760","1","У","У","PR","","","у","","","","","","PR","У","PR"
"4761","2","него","ОН","SPRO sg 3p m acc","","","о","г","е","н","","","SPRO","ОН","SPRO sg 3p m acc"
"4762","3","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4763","4","Они","ОНИ","SPRO pl 3p- - nom","","","и","н","о","","","","SPRO","ОНИ","SPRO pl - - nom"
"4764","5","крутятся","КРУТИТЬСЯ","V ipf praes pl indic - 3p","","","я","с","т","я","т","у","V","КРУТИТЬСЯ","V ipf praes pl indic - 3p"
"4765","6","на","НА","PR","","","а","н","","","","","PR","НА","PR"
"4766","7","столах","СТОЛ","S m inan loc pl","","","х","а","л","о","т","с","S","СТОЛ","S m inan loc pl"
"4767","8",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4768","9","ну","НУ","PART","","","у","н","","","","","PART","НУ","PART"
"4769","10","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4770","11","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4771","12",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4772","13","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4773","14","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4774","15","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4775","16","шо"," ЧТО","SPRO n nom sg","distort","","о","ш","","","","","NONLEX","ШО","NONLEX"
"4776","17","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4777","18","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4778","19",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4779","20","что","ЧТО","SPRO n nom sg","","","о","т","ч","","","","S","ЧТО","S n inan acc sg"
"4780","21","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4781","22","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4782","23",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4783","","","","","","","","","","","","","","",""
"4784","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4785","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4786","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4787","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4788","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4789","","","","","","","","","","","","","","",""
"4790","1","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4791","2","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4792","3",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4793","4","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4794","5","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4795","6","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4796","7","эт","ЭТО","SPRO n - nom sg","distort","","т","э","","","","","S","ЭТА","S f inan gen pl"
"4797","8","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4798","9","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4799","10",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4800","11","это","ЭТО","SPRO n - nom sg","","","о","т","э","","","","S","ЭТО","S n - nom sg"
"4801","12","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4802","13","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4803","14",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4804","","","","","","","","","","","","","","",""
"4805","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4806","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4807","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4808","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4809","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4810","","","","","","","","","","","","","","",""
"4811","1","такое","ТАКОЙ","APRO - nom sg n -","","","е","о","к","а","т","","A","ТАКОЙ","A - nom sg plen n -"
"4812","2","!","!","SENT","","","","","","","","","SENT","!","SENT"
"4813","","","","","","","","","","","","","","",""
"4814","1","Стоп","СТОП","INTJ","","","п","о","т","с","","","INTJ","СТОП","INTJ"
"4815","2",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4816","3","а","А","CONJ","","","а","","","","","","CONJ","А","CONJ"
"4817","4","они","ОНИ","SPRO pl - - 3p nom","","","и","н","о","","","","SPRO","ОНИ","SPRO pl - - nom"
"4818","5","продолжают","ПРОДОЛЖАТЬ","V ipf praes pl indic - 3p","","","т","ю","а","ж","л","о","V","ПРОДОЛЖАТЬ","V ipf praes pl indic - 3p"
"4819","6","все","ВСЕ","SPRO n - - nom sg","","","е","с","в","","","","S","ВСЕ","S - - acc pl"
"4820","7","ещё","ЕЩЕ","ADV -","","","ё","щ","е","","","","ADV","ЕЩЕ","ADV -"
"4821","8","с","С","PR","","","с","","","","","","S","С","S - - nonflex nonflex"
"4822","9","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4823","10","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4824","11",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4825","12","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4826","13","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4827","14","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4828","15","эйэсэл","ЭЙЭСЭЛ","abbr","","","л","э","с","э","й","э","S","ЭЙЭСЭЛ","S f inan nom sg"
"4829","16","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4830","17","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4831","18",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4832","","","","","","","","","","","","","","",""
"4833","1","ASL","ASL","abbr","","","","","","","","","NONLEX","ASL","NONLEX"
"4834","2","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4835","3","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4836","4",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4837","","","","","","","","","","","","","","",""
"4838","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4839","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4840","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4841","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4842","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4843","","","","","","","","","","","","","","",""
"4844","1",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4845","2","да","ДА","CONJ","","","а","д","","","","","CONJ","ДА","CONJ"
"4846","3",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4847","4","я","Я","SPRO sg 1p - nom","","","я","","","","","","SPRO","Я","SPRO sg 1p - nom"
"4848","5","так","ТАК","ADVPRO","","","к","а","т","","","","ADV","ТАК","ADV -"
"4849","6","понимаю","ПОНИМАТЬ","V ipf praes sg indic - 1p","","","ю","а","м","и","н","о","V","ПОНИМАТЬ","V ipf praes sg indic - 1p"
"4850","7","?","?","SENT","","","","","","","","","SENT","?","SENT"
"4851","","","","","","","","","","","","","","",""
"4852","1","Я","Я","SPRO sg 1p - nom","","","я","","","","","","SPRO","Я","SPRO sg 1p - nom"
"4853","2","уже","УЖЕ","ADV -","","","е","ж","у","","","","ADV","УЖЕ","ADV -"
"4854","3","перестала","ПЕРЕСТАТЬ","V pf praet sg indic f -","","","а","л","а","т","с","е","V","ПЕРЕСТАТЬ","V pf praet sg indic f -"
"4855","4","понимать","ПОНИМАТЬ","V ipf - - inf - -","","","ь","т","а","м","и","н","V","ПОНИМАТЬ","V ipf - - inf - -"
"4856","5",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4857","6","что","ЧТО","SPRO  - nom sg","","","о","т","ч","","","","CONJ","ЧТО","CONJ"
"4858","7","из","ИЗ","PR","","","з","и","","","","","PR","ИЗ","PR"
"4859","8","этого","ЭТО","SPRO n - gen sg","","","о","г","о","т","э","","S","ЭТО","S n - gen sg"
"4860","9","танец","ТАНЕЦ","S m inan nom sg","","","ц","е","н","а","т","","S","ТАНЕЦ","S m inan nom sg"
"4861","10",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4862","11","а","А","CONJ","","","а","","","","","","CONJ","А","CONJ"
"4863","12","что","ЧТО","SPRO  - nom sg","","","о","т","ч","","","","CONJ","ЧТО","CONJ"
"4864","13","—","—","PUNC","","","","","","","","","PUNC","—","PUNC"
"4865","14","разговор","РАЗГОВОР","S m inan nom sg","","","р","о","в","о","г","з","S","РАЗГОВОР","S m inan nom sg"
"4866","15","на","НА","PR","","","а","н","","","","","PR","НА","PR"
"4867","16","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4868","17","на","НА","PR","","","а","н","","","","","PR","НА","PR"
"4869","18","жестовом","ЖЕСТОВЫЙ","A - loc sg plen m -","","","м","о","в","о","т","с","A","ЖЕСТОВЫЙ","A - loc sg plen m -"
"4870","19","языке","ЯЗЫК","S m inan loc sg","","","е","к","ы","з","я","","S","ЯЗЫК","S m inan loc sg"
"4871","20",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4872","","","","","","","","","","","","","","",""
"4873","1","Там","ТАМ","ADVPRO -","","","м","а","т","","","","ADV","ТАМ","ADV -"
"4874","2","опять","ОПЯТЬ","ADV -","","","ь","т","я","п","о","","ADV","ОПЯТЬ","ADV -"
"4875","3","забавные","ЗАБАВНЫЙ","A - nom pl plen - -","","","е","ы","н","в","а","б","A","ЗАБАВНЫЙ","A - nom pl plen - -"
"4876","4","люди","ЧЕЛОВЕК","S m anim nom pl","","","и","д","ю","л","","","S","ЧЕЛОВЕК","S m anim nom pl"
"4877","5","стоят","СТОЯТЬ","V ipf praes pl indic - 3p","","","т","я","о","т","с","","V","СТОЯТЬ","V ipf praes pl indic - 3p"
"4878","6","на","НА","PR","","","а","н","","","","","PR","НА","PR"
"4879","7","фоне","ФОН","S m inan loc sg","","","е","н","о","ф","","","S","ФОН","S m inan loc sg"
"4880","8","и","И","CONJ","","","и","","","","","","CONJ","И","CONJ"
"4881","9","просто","ПРОСТО","ADV -","","","о","т","с","о","р","п","ADV","ПРОСТО","ADV -"
"4882","10","стоят","СТОЯТЬ","V ipf praes pl indic - 3p","","","т","я","о","т","с","","V","СТОЯТЬ","V ipf praes pl indic - 3p"
"4883","11",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4884","12","и","И","CONJ","","","и","","","","","","CONJ","И","CONJ"
"4885","13","смотрят","СМОТРЕТЬ","V ipf praes pl indic - 3p","","","т","я","р","т","о","м","V","СМОТРЕТЬ","V ipf praes pl indic - 3p"
"4886","14",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4887","","","","","","","","","","","","","","",""
"4888","1","Так","ТАК","PART","","","к","а","т","","","","ADV","ТАК","ADV -"
"4889","2","…","…","SENT","","","","","","","","","SENT","…","SENT"
"4890","","","","","","","","","","","","","","",""
"4891","1","Начинается","НАЧИНАТЬСЯ","V ipf praes sg indic - 3p","","","я","с","т","е","а","н","V","НАЧИНАТЬСЯ","V ipf praes sg indic - 3p"
"4892","2","что-то","ЧТО-ТО","SPRO n - nom sg","","","о","т","","о","т","ч","S","ЧТО-ТО","S n - acc sg"
"4893","3","дра","ДРА","NONLEX","слитно","","а","р","д","","","","S","ДРА","S f inan loc sg"
"4894","4","-","-","PUNC","","","","","","","","","PUNC","-","PUNC"
"4895","5","драматичное","ДРАМАТИЧНЫЙ","A - nom sg plen n -","","","е","о","н","ч","и","т","A","ДРАМАТИЧНЫЙ","A - acc sg plen n -"
"4896","6",",",",","SENT","","","","","","","","","SENT",",","SENT"
"4897","","","","","","","","","","","","","","",""
"4898","1","О","О","INTJ","","","о","","","","","","INTJ","О","INTJ"
"4899","2","Боже","БОЖЕ","INTJ","","","е","ж","о","б","","","INTJ","БОЖЕ","INTJ"
"4900","3","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4901","4","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4902","5","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4903","6",";",";","PUNC","","","","","","","","","PUNC",";","PUNC"
"4904","7","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4905","8","form","FORM","NONLEX","","","","","","","","","NONLEX","FORM","NONLEX"
"4906","9","=","=","PUNC","","","","","","","","","PUNC","=","PUNC"
"4907","10","ккие","ККИЕ","APRO - nom pl - -","distort","","е","и","к","к","","","S","ККИЕ","S - inan acc pl"
"4908","11","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4909","12","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4910","13",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4911","","","","","","","","","","","","","","",""
"4912","1","Какие","КАКОЙ","APRO - nom pl - -","","","е","и","к","а","к","","A","КАКОЙ","A - nom pl plen - -"
"4913","2","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4914","3","lt","LT","NONLEX","","","","","","","","","NONLEX","LT","NONLEX"
"4915","4",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4916","","","","","","","","","","","","","","",""
"4917","1","/","/","PUNC","","","","","","","","","PUNC","/","PUNC"
"4918","2","distinct","DISTINCT","NONLEX","","","","","","","","","NONLEX","DISTINCT","NONLEX"
"4919","3","&","&","PUNC","","","","","","","","","PUNC","&","PUNC"
"4920","4","gt","GT","NONLEX","","","","","","","","","NONLEX","GT","NONLEX"
"4921","5",";",";","SENT","","","","","","","","","SENT",";","SENT"
"4922","","","","","","","","","","","","","","",""
"4923","1","у","У","PR","","","у","","","","","","PR","У","PR"
"4924","2","них","ОНИ","SPRO 3p pl - - loc","","","х","и","н","","","","SPRO","ОНИ","SPRO pl - - loc"
"4925","3","страшные","СТРАШНЫЙ","A - nom pl plen - -","","","е","ы","н","ш","а","р","A","СТРАШНЫЙ","A - nom pl plen - -"
"4926","4","…","…","PUNC","","","","","","","","","PUNC","…","PUNC"
"4927","5","некоторые","НЕКОТОРЫЙ","APRO - - nom pl","","","е","ы","р","о","т","о","S","НЕКОТОРЫЕ","S - - acc pl"
"4928","6","…","…","SENT","","","","","","","","","SENT","…","SENT"
"4929","","","","","","","","","","","","","","",""
"4930","1","Он","ОН","SPRO sg 3p m nom","","","н","о","","","","","SPRO","ОН","SPRO sg 3p m nom"
"4931","2","выкатился","ВЫКАТИТЬСЯ","V pf praet sg indic m -","","","я","с","л","и","т","а","V","ВЫКАТИТЬСЯ","V pf praet sg indic m -"
"4932","3","из","ИЗ","PR","","","з","и","","","","","PR","ИЗ","PR"
"4933","4","под","ПОД","PR","","","д","о","п","","","","PR","ПОД","PR"
"4934","5","стола","СТОЛ","S m inan gen sg","","","а","л","о","т","с","","S","СТОЛ","S m inan gen sg"
"4935","6","!","!","SENT","","","","","","","","","SENT","!","SENT"
"4936","","","","","","","","","","","","","","",""
"4937","1","Моряк","МОРЯК","S m anim nom sg","","","к","я","р","о","м","","S","МОРЯК","S m anim nom sg"
"4938","2","катается","КАТАТЬСЯ","V ipf praes sg indic - 3p","","","я","с","т","е","а","т","V","КАТАТЬСЯ","V ipf praes sg indic - 3p"
"4939","3","по","ПО","PR","","","о","п","","","","","PR","ПО","PR"
"4940","4","земле","ЗЕМЛЯ","S f inan loc sg","","","е","л","м","е","з","","S","ЗЕМЛЯ","S f inan loc sg"
"4941","5","!","!","SENT","","","","","","","","","SENT","!","SENT"
"4942","","","","","","","","","","","","","","",""
"4943","1","Какие","КАКОЙ","APRO - nom pl -","","","е","и","к","а","к","","A","КАКОЙ","A - acc pl plen - inan"
"4944","2","ин","ИН","NONLEX","слитно","","н","и","","","","","PART","ИН","PART"
"4945","3","-","-","PUNC","","","","","","","","","PUNC","-","PUNC"
"4946","4","интересные","ИНТЕРЕСНЫЙ","A - nom pl plen - -","","","е","ы","н","с","е","р","A","ИНТЕРЕСНЫЙ","A - nom pl plen - -"
"4947","5","слова","СЛОВО","S n inan nom pl","","","а","в","о","л","с","","S","СЛОВО","S n inan nom pl"
"4948","6",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4949","7","очень","ОЧЕНЬ","ADV -","","","ь","н","е","ч","о","","ADV","ОЧЕНЬ","ADV -"
"4950","8","глубоко","ГЛУБОКО","ADV -","","","о","к","о","б","у","л","ADV","ГЛУБОКО","ADV -"
"4951","9",",",",","PUNC","","","","","","","","","PUNC",",","PUNC"
"4952","10","конечно","КОНЕЧНО","ADV -","","","о","н","ч","е","н","о","ADV","КОНЕЧНО","ADV -"
"4953","11","…","…","SENT","","","","","","","","","SENT","…","SENT"
"4954","","","","","","","","","","","","","","",""
"4955","1","Не","НЕ","PART","","","е","н","","","","","PART","НЕ","PART"
